Img_Time(Sec),IMU_Time(Sec),Roll(rad),Pitch(rad),Yaw(rad)
193.78307,193.78194,0.03047,-0.11906,-3.02714
193.94637,193.94366,0.02819,-0.12089,-3.02570
194.11162,194.11329,0.02742,-0.12316,-3.02405
194.27993,194.28318,0.02455,-0.12630,-3.02093
194.44790,194.44309,0.01919,-0.12724,-3.00979
194.64868,194.65301,0.01753,-0.13037,-2.99498
194.81466,194.79727,0.01925,-0.13118,-2.99349
194.93934,194.99722,0.01930,-0.13139,-2.99348
195.10611,195.09040,0.01950,-0.13183,-2.99328
195.31191,195.42357,0.01937,-0.13211,-2.99319
195.43729,195.43728,0.01799,-0.13303,-2.99248
195.64361,195.43728,0.01799,-0.13303,-2.99248
195.76854,195.43728,0.01799,-0.13303,-2.99248
195.97954,196.31201,0.01767,-0.13295,-2.99251
196.09812,196.31201,0.01767,-0.13295,-2.99251
196.26644,196.31201,0.01767,-0.13295,-2.99251
196.44780,196.45266,0.01448,-0.15303,-3.00836
196.63285,196.63317,0.01971,-0.15533,-3.00771
196.76028,196.76630,0.01853,-0.15597,-3.00705
196.92701,196.92287,0.01435,-0.15686,-3.00943
197.09320,197.10199,0.01252,-0.16046,-3.00889
197.25987,197.26348,0.01686,-0.16316,-3.00761
197.43588,197.43310,0.01744,-0.16395,-3.00943
197.59136,197.59294,0.01470,-0.16514,-3.00972
197.80779,197.81626,0.01454,-0.16723,-3.00759
197.92085,197.92284,0.01623,-0.16751,-3.00656
198.09010,198.09379,0.01353,-0.16940,-3.00720
198.25305,198.25273,0.01202,-0.17281,-3.00695
198.41994,198.42437,0.01575,-0.17552,-3.00383
198.58178,198.58305,0.01815,-0.17904,-3.00305
198.79229,198.79263,0.01674,-0.18223,-3.00282
198.91386,198.91442,0.01493,-0.18376,-3.00286
199.08214,199.08317,0.01595,-0.18742,-3.00079
199.24569,199.24374,0.01605,-0.18938,-3.00133
199.44780,199.44390,0.01316,-0.19348,-3.00864
199.57877,199.58388,0.00936,-0.19461,-3.01097
199.74288,199.74181,0.01036,-0.19499,-3.01082
199.90664,199.90189,0.01263,-0.19636,-3.00933
200.07371,200.07157,0.01331,-0.20235,-3.00947
200.23888,200.24205,0.01463,-0.20505,-3.00808
200.44708,200.44259,0.01484,-0.20534,-3.00820
200.59750,200.59211,0.01621,-0.20593,-3.00898
200.73561,200.73277,0.01645,-0.20620,-3.01684
200.90354,200.90241,0.01801,-0.20585,-3.03196
201.06722,201.06369,0.01841,-0.20292,-3.04687
201.23603,201.23262,0.01609,-0.19900,-3.06483
201.41632,201.41203,0.01312,-0.19326,-3.07870
201.61430,201.61169,0.01561,-0.18921,-3.09950
201.72775,201.72295,0.01688,-0.18284,-3.11380
201.89577,201.89264,0.01748,-0.17288,3.14071
202.06210,202.06286,0.01934,-0.16395,3.11212
202.23204,202.23320,0.02248,-0.15613,3.08602
202.39047,202.39235,0.02920,-0.14716,3.05931
202.55698,202.55218,0.03360,-0.14342,3.03364
202.72128,202.72182,0.03896,-0.13609,3.00825
202.89167,202.89229,0.04314,-0.12840,2.97765
203.05667,203.05239,0.04227,-0.12887,2.96398
203.22525,203.22259,0.04395,-0.13889,2.96639
203.39289,203.39250,0.04448,-0.14336,2.96922
203.55242,203.55187,0.04542,-0.14628,2.97331
203.72362,203.72272,0.04759,-0.15022,2.98022
203.88740,203.88270,0.04812,-0.15500,2.98387
204.05424,204.05254,0.05078,-0.15769,2.98500
204.26455,204.26222,0.05296,-0.15925,2.98803
204.38635,204.38276,0.05378,-0.16076,2.99000
204.57039,204.57374,0.05937,-0.16746,2.99341
204.71933,204.72256,0.06053,-0.17201,2.99474
204.88554,204.88332,0.05884,-0.17353,2.99550
205.06979,205.07267,0.06049,-0.17372,2.99933
205.06979,205.22354,0.06337,-0.17625,3.00357
205.23154,205.23316,0.06354,-0.17638,3.00365
205.39904,205.39458,0.06394,-0.17829,3.00521
205.57316,205.57412,0.06089,-0.17524,3.00822
205.73003,205.73342,0.05820,-0.17813,3.00978
205.89676,205.89434,0.05928,-0.17943,3.01256
206.06747,206.06340,0.05769,-0.18179,3.01551
206.23114,206.23344,0.05776,-0.18040,3.02020
206.39686,206.39350,0.05683,-0.18299,3.02130
206.56425,206.56317,0.05390,-0.18386,3.02373
206.73073,206.73381,0.05439,-0.18330,3.02769
206.90123,206.90503,0.05609,-0.18120,3.03300
207.06548,207.06406,0.05405,-0.18110,3.03820
207.23058,207.23412,0.04693,-0.18875,3.03924
207.39853,207.39342,0.04446,-0.18943,3.05042
207.56666,207.56461,0.04691,-0.18223,3.07230
207.73197,207.73415,0.04287,-0.17752,3.08794
207.92516,207.92366,0.04315,-0.17119,3.10837
208.06707,208.06610,0.04521,-0.16706,3.12328
208.25934,208.25753,0.04651,-0.16254,3.13963
208.39674,208.39420,0.04582,-0.16220,-3.13207
208.56436,208.56425,0.03996,-0.15662,-3.12329
208.73273,208.73368,0.03670,-0.15376,-3.11374
208.89759,208.89288,0.03551,-0.15404,-3.10410
209.06573,209.06328,0.03071,-0.15342,-3.09311
209.23077,209.23378,0.02561,-0.15033,-3.08395
209.39845,209.40411,0.02147,-0.14657,-3.06958
209.56494,209.56254,0.01965,-0.14613,-3.05715
209.73022,209.73471,0.01801,-0.14826,-3.05445
209.89770,209.89274,0.01698,-0.14690,-3.05199
210.06595,210.06377,0.01810,-0.14603,-3.05238
210.23619,210.23387,0.01591,-0.15044,-3.05199
210.41574,210.41353,0.01524,-0.15394,-3.05141
210.56381,210.56410,0.01655,-0.15464,-3.05003
210.73207,210.73341,0.01484,-0.15552,-3.04702
210.89820,210.89390,0.00934,-0.15439,-3.03638
211.09261,211.09299,0.00596,-0.15301,-3.02606
211.23076,211.23362,0.00505,-0.15334,-3.02027
211.39841,211.39343,0.00287,-0.15274,-3.01138
211.57028,211.57309,-0.00105,-0.15511,-3.00664
211.73235,211.73361,-0.00337,-0.15930,-3.00627
211.92043,211.92330,-0.00479,-0.16232,-3.00736
212.06846,212.06313,-0.00543,-0.16457,-3.00826
212.24460,212.24465,-0.00410,-0.16893,-3.01209
212.40003,212.40537,-0.00456,-0.17051,-3.01161
212.58216,212.58412,-0.00339,-0.17236,-3.01055
212.73198,212.73384,-0.00390,-0.17451,-3.01016
212.89868,212.89441,-0.00581,-0.17586,-3.01109
213.06542,213.06314,-0.00596,-0.17517,-3.00857
213.23135,213.23301,-0.00782,-0.17752,-3.00782
213.40116,213.40344,-0.01225,-0.18182,-3.00807
213.57889,213.59625,-0.01647,-0.18106,-3.00823
213.73149,213.73425,-0.01457,-0.18262,-3.00664
213.89886,213.90351,-0.01144,-0.18549,-3.00475
214.06765,214.06358,-0.00963,-0.18853,-3.00370
214.23847,214.24360,-0.01018,-0.18660,-3.00380
214.39702,214.39332,-0.00775,-0.18767,-3.00253
214.57513,214.57417,-0.00484,-0.19065,-3.00168
214.73365,214.73300,-0.00165,-0.19465,-2.99986
214.89883,214.90335,0.00109,-0.19730,-2.99900
214.98502,214.98315,0.00143,-0.19889,-2.99854
215.16357,215.16376,0.00071,-0.20454,-2.99600
215.31805,215.31387,0.00162,-0.20977,-2.99645
215.48911,215.49393,0.00226,-0.21470,-2.99440
215.65172,215.65341,0.00054,-0.21641,-2.99380
215.81291,215.81364,-0.00300,-0.21747,-2.99458
215.97818,215.97371,-0.00434,-0.21926,-2.99405
216.16587,216.16315,-0.00295,-0.21841,-3.00197
216.31208,216.31336,-0.00333,-0.21363,-3.02567
216.47850,216.47343,0.00226,-0.20796,-3.04638
216.70782,216.70431,0.00541,-0.19504,-3.08584
216.80627,216.80405,0.00353,-0.19009,-3.10294
216.97087,216.97436,0.00115,-0.18579,-3.13066
217.13688,217.13387,0.00056,-0.17786,3.12924
217.30451,217.30365,0.00725,-0.17228,3.10688
217.48100,217.48385,0.01488,-0.17064,3.08338
217.63931,217.63464,0.02215,-0.16302,3.06065
217.80221,217.80247,0.02834,-0.15786,3.03582
218.00570,218.00335,0.03597,-0.15904,3.00957
218.13074,218.13304,0.04096,-0.15810,2.99599
218.29660,218.29319,0.04514,-0.15519,2.98612
218.50676,218.50331,0.04615,-0.15841,2.99052
218.62888,218.62388,0.04633,-0.16056,2.99191
218.79739,218.79348,0.04645,-0.16260,2.99613
218.95908,218.96280,0.05046,-0.16312,2.99791
219.12993,219.13297,0.05402,-0.16676,3.00088
219.29078,219.29401,0.05862,-0.16913,3.00451
219.45836,219.46297,0.05970,-0.17143,3.00530
219.62866,219.63335,0.05858,-0.17625,3.00760
219.79159,219.79360,0.05712,-0.17982,3.00942
219.98697,219.98345,0.05881,-0.18487,3.00973
220.14661,220.14293,0.05844,-0.18748,3.01108
220.28416,220.28300,0.05903,-0.19021,3.01369
220.45442,220.45333,0.05896,-0.19567,3.01361
220.61864,220.62260,0.05449,-0.19943,3.01402
220.78234,220.78364,0.05027,-0.20038,3.01637
220.94563,220.94270,0.05009,-0.20107,3.01984
221.11324,221.11340,0.05040,-0.20079,3.02070
221.11324,221.41321,0.03873,-0.20435,3.02504
221.32414,221.41321,0.03873,-0.20435,3.02504
221.44374,221.44360,0.03866,-0.20474,3.02527
221.61043,221.61509,0.04093,-0.20952,3.02606
221.77334,221.77207,0.04151,-0.21207,3.02817
221.94209,221.94299,0.03907,-0.21390,3.02954
222.11011,222.11224,0.03773,-0.21266,3.04096
222.27053,222.27228,0.03833,-0.21090,3.05437
222.45260,222.45300,0.03636,-0.21212,3.07652
222.63614,222.63292,0.03735,-0.20619,3.10300
222.76517,222.76346,0.03598,-0.20172,3.12287
222.93491,222.93322,0.03216,-0.20117,-3.13919
223.10065,223.10268,0.03184,-0.19667,-3.11644
223.30487,223.30270,0.02637,-0.19182,-3.09384
223.42803,223.43196,0.02395,-0.18813,-3.07886
223.59641,223.59354,0.02305,-0.18652,-3.05991
223.76004,223.76229,0.02057,-0.18700,-3.04116
223.92906,223.93293,0.01686,-0.18345,-3.02252
224.12620,224.12289,0.01302,-0.18656,-3.00436
224.30220,224.30299,0.00706,-0.18687,-2.98349
224.44344,224.44891,0.00151,-0.18601,-2.96724
224.58915,224.59257,-0.00102,-0.18572,-2.95156
224.75432,224.75291,0.00045,-0.18290,-2.93873
224.92165,224.92292,-0.00261,-0.18664,-2.93491
225.08653,225.08347,-0.00716,-0.18763,-2.93460
225.25029,225.25315,-0.00874,-0.18800,-2.93414
225.45494,225.45249,-0.00468,-0.18798,-2.93262
225.58183,225.58231,-0.00298,-0.19351,-2.93252
225.74966,225.75332,-0.00504,-0.19815,-2.93290
225.91728,225.91290,-0.00702,-0.19985,-2.93341
226.12957,226.13294,-0.01011,-0.20657,-2.93217
226.24323,226.24314,-0.01012,-0.20999,-2.93172
226.40884,226.41269,-0.00746,-0.21258,-2.93000
226.57500,226.57381,-0.00640,-0.21537,-2.92924
226.73887,226.74137,-0.00708,-0.21610,-2.92908
226.90515,226.90163,-0.00495,-0.22054,-2.92682
227.07422,227.07142,-0.00116,-0.22497,-2.92637
227.23950,227.24135,-0.00358,-0.22959,-2.92560
227.40216,227.40247,-0.00710,-0.23524,-2.92382
227.56799,227.57210,-0.00738,-0.23982,-2.92338
227.73451,227.73140,-0.00782,-0.24141,-2.92260
227.90941,227.91291,-0.00614,-0.24409,-2.92033
228.13397,228.13163,-0.00200,-0.24685,-2.92244
228.27383,228.27226,-0.00360,-0.24798,-2.92949
228.39742,228.40226,-0.00254,-0.24615,-2.93647
228.56686,228.56252,-0.00130,-0.24556,-2.94847
228.73202,228.73160,-0.00060,-0.24616,-2.96206
228.90631,228.90200,0.00130,-0.24506,-2.97871
229.06814,229.07282,0.00468,-0.24178,-2.99951
229.23087,229.23221,0.00809,-0.23511,-3.02089
229.41394,229.41268,0.01225,-0.22865,-3.04896
229.56630,229.56175,0.01577,-0.22069,-3.06740
229.73198,229.73354,0.02273,-0.21639,-3.09130
229.89889,229.90193,0.02410,-0.21412,-3.11512
230.06616,230.06282,0.02547,-0.20506,-3.13635
230.23163,230.23404,0.02522,-0.19650,3.12540
230.42686,230.43154,0.02634,-0.18984,3.10029
230.56840,230.57224,0.02627,-0.17955,3.08168
230.73101,230.73256,0.03670,-0.17393,3.06346
230.90229,230.90217,0.04218,-0.16610,3.04287
231.09821,231.10200,0.05052,-0.16183,3.02794
231.23085,231.23168,0.05449,-0.16450,3.02372
231.39965,231.40229,0.05440,-0.16581,3.02500
231.56745,231.57268,0.05520,-0.16947,3.02907
231.73256,231.73217,0.05456,-0.17152,3.03211
231.90207,231.90262,0.05428,-0.17416,3.03393
232.06452,232.06319,0.05414,-0.17670,3.03637
232.23599,232.23409,0.05687,-0.17914,3.03899
232.39784,232.39240,0.05814,-0.18008,3.03978
232.56448,232.56307,0.05756,-0.18054,3.04114
232.73217,232.73210,0.05673,-0.18101,3.04533
232.92404,232.92297,0.05958,-0.18377,3.04823
233.07028,233.07205,0.05915,-0.18666,3.04941
233.23301,233.23309,0.05535,-0.18895,3.05182
233.39783,233.39228,0.05354,-0.18977,3.05333
233.56995,233.57367,0.05465,-0.19198,3.05360
233.74368,233.74462,0.05454,-0.19394,3.05518
233.90364,233.90237,0.05085,-0.19371,3.05499
234.06822,234.07352,0.05060,-0.19478,3.05714
234.23249,234.23236,0.05476,-0.19819,3.06102
234.39836,234.40288,0.05611,-0.19991,3.06296
234.56522,234.56292,0.05637,-0.20078,3.06368
234.76234,234.76219,0.05325,-0.20233,3.06546
234.90911,234.91228,0.05472,-0.20492,3.06634
235.06898,235.07257,0.05529,-0.20349,3.06698
235.23220,235.23359,0.05023,-0.20426,3.06640
235.41714,235.41303,0.04720,-0.20490,3.06766
235.56728,235.56273,0.04653,-0.20587,3.06813
235.73168,235.73200,0.04639,-0.20146,3.07080
235.90263,235.90186,0.04080,-0.19948,3.07045
236.08331,236.08217,0.04138,-0.20347,3.07127
236.25203,236.25175,0.04039,-0.20459,3.07138
236.39918,236.40216,0.04476,-0.20022,3.07494
236.56829,236.57313,0.04441,-0.19934,3.07476
236.73166,236.73182,0.04273,-0.20426,3.07462
236.90344,236.90184,0.04401,-0.20794,3.07379
237.06548,237.06219,0.04598,-0.20838,3.07720
237.23185,237.23218,0.04773,-0.20644,3.08016
237.23185,237.58142,0.04225,-0.21063,3.07957
237.41383,237.58142,0.04225,-0.21063,3.07957
237.56600,237.58142,0.04225,-0.21063,3.07957
237.73630,237.73205,0.04339,-0.21156,3.08199
237.90008,237.90269,0.03977,-0.21143,3.08117
238.07867,238.08207,0.03439,-0.21230,3.08044
238.25352,238.25226,0.03249,-0.21191,3.08007
238.39981,238.40341,0.03242,-0.21149,3.08192
238.56920,238.57222,0.03241,-0.20908,3.08164
238.73383,238.73425,0.02826,-0.20961,3.07932
238.91417,238.91305,0.02332,-0.20862,3.07852
239.06508,239.06213,0.02470,-0.21069,3.07905
239.23191,239.23187,0.02844,-0.21371,3.08024
239.39952,239.39221,0.02821,-0.21270,3.08004
239.58067,239.58279,0.02642,-0.21543,3.08020
239.73335,239.73273,0.02772,-0.21858,3.08084
239.81997,239.82226,0.03059,-0.22061,3.08299
239.98846,239.99226,0.03119,-0.22184,3.08736
240.15464,240.15293,0.02432,-0.21997,3.09892
240.31996,240.32214,0.01920,-0.21590,3.12270
240.48642,240.48288,0.02153,-0.21088,-3.13497
240.64838,240.65268,0.02663,-0.21148,-3.11078
240.81582,240.81208,0.02843,-0.20696,-3.08536
240.97990,240.98283,0.02096,-0.20249,-3.05684
241.14505,241.14299,0.01837,-0.19657,-3.02895
241.31177,241.31284,0.01447,-0.18766,-3.00396
241.52514,241.52233,0.00448,-0.18058,-2.96844
241.64218,241.64181,-0.00135,-0.17869,-2.94960
241.81018,241.81291,-0.00655,-0.17443,-2.92810
241.97757,241.98248,-0.00916,-0.17692,-2.92453
242.15023,242.15193,-0.00947,-0.17830,-2.92276
242.30770,242.31257,-0.00826,-0.18178,-2.92339
242.52067,242.52205,-0.00802,-0.18363,-2.92648
242.63873,242.64281,-0.00860,-0.18465,-2.92571
242.80169,242.80183,-0.00928,-0.18544,-2.92547
242.96595,242.96261,-0.01057,-0.19019,-2.92684
243.13315,243.13232,-0.01318,-0.19506,-2.92686
243.30487,243.30420,-0.01260,-0.19817,-2.92651
243.46831,243.47199,-0.00963,-0.20219,-2.92823
243.65796,243.60341,-0.01079,-0.20305,-2.92857
243.79456,243.60341,-0.01079,-0.20305,-2.92857
243.96416,244.00291,-0.01106,-0.20306,-2.92854
244.14532,244.24290,-0.01131,-0.20307,-2.92853
244.30800,244.25623,-0.01236,-0.20332,-2.92869
244.47258,244.62970,-0.01260,-0.20342,-2.92870
244.62210,244.62970,-0.01260,-0.20342,-2.92870
244.80511,244.65612,-0.01412,-0.20552,-2.93023
244.95860,245.20732,-0.01421,-0.20570,-2.93037
245.12146,245.20732,-0.01421,-0.20570,-2.93037
245.28601,245.28180,-0.01197,-0.21714,-2.93825
245.49700,245.50196,-0.00522,-0.21972,-2.93772
245.61589,245.61207,-0.00502,-0.22182,-2.93825
245.78153,245.78238,-0.00766,-0.22747,-2.93973
245.94714,245.96230,-0.00739,-0.22938,-2.94019
246.12666,245.96230,-0.00739,-0.22938,-2.94019
246.27746,246.36224,-0.00735,-0.22943,-2.94011
246.48203,246.40216,-0.00759,-0.22986,-2.93958
246.61218,246.60222,-0.00697,-0.23241,-2.93932
246.77602,246.77212,-0.00306,-0.23846,-2.96032
246.94520,246.94251,-0.00336,-0.23551,-2.98005
247.10615,247.10206,-0.00937,-0.22578,-2.99908
247.30417,247.30210,-0.00716,-0.21584,-3.02053
247.43625,247.45011,-0.00246,-0.21604,-3.03088
247.60264,247.60258,0.00513,-0.21384,-3.05364
247.77023,247.77191,0.00563,-0.20819,-3.07486
247.93832,247.94200,0.00657,-0.20354,-3.09449
248.10351,248.10293,0.01030,-0.19525,-3.11413
248.26565,248.24454,0.01153,-0.19449,-3.12188
248.42942,248.58802,0.01149,-0.19477,-3.12297
248.59695,248.58807,0.01167,-0.19531,-3.12650
248.76285,248.72129,0.01201,-0.19561,-3.13012
248.92843,248.93463,0.01217,-0.19580,-3.13130
249.09753,249.10154,0.02269,-0.18073,3.05853
249.28644,249.28243,0.02530,-0.17584,3.04164
249.42296,249.42235,0.02762,-0.17852,3.04006
249.59653,249.59276,0.02941,-0.17718,3.03861
249.78157,249.78237,0.03008,-0.17524,3.03985
249.92017,249.92224,0.03014,-0.17457,3.04162
250.13250,250.13269,0.03220,-0.17612,3.04410
250.25099,250.24316,0.03354,-0.17711,3.04511
250.41954,250.42087,0.03483,-0.17617,3.04541
250.58362,250.58222,0.03672,-0.17937,3.04844
250.75276,250.75249,0.03561,-0.18484,3.04867
250.91592,250.91298,0.03296,-0.18834,3.05043
251.13418,251.14855,0.02986,-0.18826,3.05215
251.24442,251.24238,0.02833,-0.18854,3.05456
251.41294,251.41231,0.02693,-0.19038,3.05638
251.57622,251.57248,0.02361,-0.19059,3.05769
251.74516,251.74308,0.02028,-0.19139,3.05904
251.95897,251.96212,0.01882,-0.19092,3.06255
252.07269,252.07321,0.01897,-0.18970,3.06292
252.28103,252.28296,0.01688,-0.18662,3.06479
252.40391,252.40216,0.01708,-0.18579,3.06588
252.57145,252.57257,0.01548,-0.18203,3.06630
252.74263,252.74231,0.01262,-0.17952,3.06771
252.90570,252.90191,0.01160,-0.18028,3.06965
253.06983,253.07204,0.01156,-0.17946,3.06931
253.06983,253.60287,0.01189,-0.17952,3.06918
253.23616,253.60287,0.01189,-0.17952,3.06918
253.40602,253.60287,0.01189,-0.17952,3.06918
253.57827,253.60287,0.01189,-0.17952,3.06918
253.76525,253.76223,0.01204,-0.17971,3.06894
253.90279,253.90123,0.01213,-0.17985,3.06880
254.07050,254.07221,0.01216,-0.17987,3.06876
254.24024,254.24209,0.01203,-0.18007,3.06881
254.40970,254.41293,0.01194,-0.17996,3.06890
254.58130,254.58148,0.01203,-0.17988,3.06889
254.73687,254.74143,0.01253,-0.18254,3.06791
254.90640,254.90209,0.01294,-0.18413,3.06808
255.07134,255.07131,0.01300,-0.18406,3.06794
255.23618,255.23186,0.01216,-0.18271,3.06864
255.40655,255.40262,0.01227,-0.18272,3.06845
255.57131,255.57134,0.01231,-0.18272,3.06841
255.74096,255.74147,0.01244,-0.18255,3.06842
255.91031,255.91211,0.01271,-0.18263,3.06835
256.07098,256.07235,0.01273,-0.18258,3.06825
256.23658,256.24180,0.01267,-0.18257,3.06823
256.43248,256.43193,0.01278,-0.18254,3.06826
256.57977,256.58216,0.01289,-0.18260,3.06811
256.74106,256.74287,0.01296,-0.18255,3.06802
